Transcript_ID	CYP6A9-24-1/final	CYP6A9-24-2/final	CYP6A9-48-1/final	CYP6A9-48-2/final	GFP-24-1/final	GFP-24-2/final	GFP-48-1/final	GFP-48-2/final
g7921.t2	0	0	0	0	18	14	0	0
g7922.t1	0	2	0	0	0	1	0	0
g7922.t2	0	0	0	0	0	0	0	0
g7923.t1	6	21	8	8	6	15	4	4
g7924.t1	0	0	0	0	0	0	0	0
g7924.t2	0	0	0	0	0	0	0	0
g7925.t1	0	9	0	0	0	12	10	10
g7926.t1	9	6	6	6	8	0	2	2
g7927.t1	5	0	0	0	0	2	0	0
g7928.t1	0	0	0	0	0	0	0	0
g7929.t1	0	0	0	0	0	0	0	0
g793.t1	0	7	4	4	4	0	0	0
g7930.t1	6	0	9	9	10	0	8	8
g7931.t1	0	0	0	0	0	0	0	0
g7932.t1	0	0	0	0	0	0	0	0
g7933.t1	0	0	0	0	0	0	0	0
g7934.t1	8	4	8	8	8	7	0	0
g7934.t2	0	0	0	0	0	0	0	0
g7935.t1	0	2	0	0	0	6	6	6
g7936.t1	0	0	0	0	0	0	0	0
g7936.t2	6	4	0	0	0	3	0	0
g7937.t1	5	0	0	0	2	0	0	0
g7938.t1	0	4	0	0	0	0	0	0
g7939.t1	1	0	0	0	1	1	0	0
g794.t1	0	7	6	6	0	6	2	2
g7940.t1	0	0	0	0	0	0	0	0
g7941.t1	5	7	9	9	8	2	8	8
g7942.t1	6	8	10	10	15	4	6	6
g7943.t1	32	28	34	34	20	33	29	29
g7944.t1	0	0	0	0	0	0	0	0
g7944.t2	0	0	0	0	0	0	0	0
g7945.t1	0	0	0	0	4	0	0	0
g7946.t1	0	0	0	0	6	8	26	26
g7947.t1	0	4	7	7	4	2	0	0
g7948.t1	0	0	0	0	0	0	0	0
g7949.t1	2	2	6	6	8	0	8	8
g795.t1	3	8	4	4	0	2	0	0
g7950.t1	0	0	0	0	0	0	0	0
g7950.t2	0	0	0	0	0	0	0	0
g7951.t1	0	0	0	0	0	0	0	0
g7952.t1	4	0	4	4	0	0	0	0
g7953.t1	3	7	10	10	5	8	8	8
g7954.t1	0	0	0	0	0	0	0	0
g7954.t2	4	2	7	7	4	7	2	2
g7955.t1	0	0	0	0	0	0	0	0
g7956.t1	0	3	5	5	0	0	0	0
g7957.t1	6	2	6	6	3	3	5	5
g7958.t1	0	0	0	0	0	0	0	0
g7958.t2	0	0	0	0	0	0	0	0
g7958.t3	6	0	2	2	0	6	0	0
g7959.t1	9	15	10	10	10	14	4	4
g796.t1	12	7	8	8	7	0	10	10
g7960.t1	0	0	0	0	0	0	0	0
g7961.t1	0	0	0	0	0	0	0	0
g7962.t1	0	0	0	0	0	0	0	0
g7962.t2	0	0	0	0	0	0	0	0
g7963.t1	0	0	10	10	0	6	0	0
g7964.t1	0	4	7	7	0	0	0	0
g7965.t1	21	20	14	14	24	21	24	24
g7966.t1	0	0	0	0	4	0	0	0
g7967.t1	7	9	7	7	12	2	18	18
g7967.t2	0	0	0	0	0	0	0	0
g7968.t1	10	3	4	4	2	0	2	2
g7969.t1	0	0	2	2	5	0	0	0
g797.t1	0	0	0	0	0	0	0	0
g7970.t1	0	4	4	4	0	0	0	0
g7971.t1	0	0	0	0	0	0	0	0
g7971.t2	0	0	0	0	0	0	0	0
g7972.t1	0	0	0	0	0	0	0	0
g7972.t2	0	0	0	0	0	0	0	0
g7972.t3	0	0	0	0	0	0	0	0
g7973.t1	0	0	0	0	0	0	2	2
g7974.t1	0	0	0	0	0	0	0	0
g7975.t1	0	0	0	0	0	0	0	0
g7976.t1	3	0	0	0	0	0	0	0
g7977.t1	0	0	3	3	0	0	0	0
g7977.t2	0	0	0	0	0	0	0	0
g7977.t3	0	3	0	0	0	0	0	0
g7977.t4	0	0	0	0	0	0	0	0
g7978.t1	0	0	0	0	0	0	0	0
g7978.t2	0	0	0	0	0	0	0	0
g7979.t1	7	6	4	4	7	15	7	7
g798.t1	0	0	0	0	0	3	4	4
g798.t2	0	0	0	0	0	0	0	0
g7980.t1	0	0	0	0	0	0	0	0
g7981.t1	0	0	0	0	2	1	0	0
g7982.t1	0	0	0	0	6	0	0	0
g7983.t1	0	0	0	0	0	0	0	0
g7984.t1	0	0	0	0	0	0	4	4
g7985.t1	0	0	0	0	0	0	0	0
g7985.t2	0	0	0	0	0	0	0	0
g7986.t1	0	0	0	0	0	2	0	0
g7987.t1	10	14	0	0	9	4	4	4
g7988.t1	3	6	3	3	2	1	3	3
g7989.t1	0	0	0	0	0	0	0	0
g799.t1	0	0	0	0	0	0	0	0
g7990.t1	2	0	0	0	0	0	5	5
g7991.t1	0	0	0	0	0	0	0	0
g7992.t1	13	0	0	0	0	4	9	9
g7993.t1	0	5	0	0	0	0	0	0
g7994.t1	53	54	79	79	84	44	83	83
g7994.t2	0	0	0	0	0	0	0	0
g7994.t3	8	0	0	0	0	0	0	0
g7995.t1	3	0	0	0	3	3	3	3
g7996.t1	0	0	0	0	0	0	0	0
g7997.t1	2	0	4	4	0	3	0	0
g7997.t2	0	3	0	0	0	0	0	0
g7997.t3	0	0	0	0	0	0	0	0
g7998.t1	0	0	0	0	0	0	0	0
g7998.t2	0	0	0	0	0	0	0	0
g7999.t1	5	7	4	4	0	5	0	0
g8.t1	0	0	0	0	0	0	0	0
g80.t1	4	9	11	11	11	2	9	9
g800.t1	0	0	0	0	0	0	0	0
g8000.t1	51	47	27	27	71	17	29	29
g8001.t1	0	12	0	0	10	6	0	0
g8001.t2	0	0	0	0	0	0	0	0
g8001.t3	0	0	0	0	0	0	0	0
g8002.t1	96	77	171	171	66	62	127	127
g8003.t1	0	0	0	0	0	0	0	0
g8004.t1	1	4	16	16	26	0	7	7
g8004.t2	13	10	3	3	1	11	20	20
g8005.t1	59	31	99	99	93	51	46	46
g8005.t2	4	23	6	6	2	16	16	16
g8005.t3	0	5	5	5	4	11	14	14
g8005.t4	14	23	33	33	29	23	35	35
g8005.t5	0	6	0	0	0	0	0	0
g8005.t6	32	25	30	30	23	43	12	12
g8005.t7	14	6	0	0	0	0	0	0
g8006.t1	8	0	0	0	3	4	7	7
g8007.t1	0	0	0	0	0	0	0	0
g8008.t1	0	0	0	0	0	0	0	0
g8009.t1	0	0	0	0	0	0	0	0
g801.t1	4	8	4	4	3	11	6	6
g8010.t1	0	0	0	0	0	0	0	0
g8010.t2	0	0	0	0	0	0	0	0
g8011.t1	0	0	0	0	0	0	0	0
g8012.t1	15	0	0	0	0	0	4	4
g8012.t2	7	16	19	19	25	22	20	20
g8012.t3	4	0	0	0	0	0	0	0
g8012.t4	0	0	0	0	0	0	0	0
g8012.t5	2	0	0	0	0	0	0	0
g8012.t6	0	0	0	0	0	0	0	0
g8013.t1	4	33	30	30	8	23	33	33
g8013.t2	157	98	97	97	68	159	78	78
g8014.t1	1	0	0	0	0	0	0	0
g8015.t1	6	0	2	2	0	8	0	0
g8016.t1	1	0	0	0	2	0	0	0
g8017.t1	0	0	0	0	0	0	0	0
g8017.t2	3	0	0	0	0	0	0	0
g8018.t1	0	0	0	0	0	0	0	0
g8019.t1	2	0	3	3	0	3	0	0
g802.t1	0	0	0	0	0	3	0	0
g8020.t1	0	0	0	0	4	0	0	0
g8020.t2	0	0	0	0	0	0	0	0
g8021.t1	0	0	0	0	0	0	0	0
g8022.t1	0	0	0	0	0	0	0	0
g8023.t1	0	0	0	0	0	0	0	0
g8024.t1	0	0	0	0	0	0	0	0
g8025.t1	30	0	0	0	0	2	0	0
g8025.t2	1	19	18	18	6	5	13	13
g8026.t1	0	0	0	0	0	0	0	0
g8027.t1	0	0	0	0	0	0	0	0
g8028.t1	8	14	2	2	0	4	0	0
g8029.t1	14	13	22	22	24	22	30	30
g803.t1	0	0	0	0	0	0	0	0
g8030.t1	0	0	0	0	0	0	0	0
g8031.t1	0	0	0	0	0	0	0	0
g8031.t2	0	0	0	0	0	0	0	0
g8031.t3	0	0	0	0	0	0	0	0
g8031.t4	0	0	0	0	0	0	0	0
g8031.t5	0	0	0	0	0	0	0	0
g8031.t6	0	0	0	0	0	0	0	0
g8031.t7	0	0	0	0	0	0	0	0
g8031.t8	0	0	0	0	0	0	0	0
g8032.t1	0	0	2	2	0	0	0	0
g8033.t1	2	0	4	4	0	0	0	0
g8034.t1	0	0	0	0	0	2	2	2
g8035.t1	0	4	5	5	0	6	0	0
g8036.t1	18	26	22	22	23	13	17	17
g8037.t1	0	0	0	0	0	0	0	0
g8038.t1	8	0	0	0	0	0	0	0
g8039.t1	9	8	18	18	6	18	11	11
g804.t1	0	0	0	0	0	0	0	0
g8040.t1	3	0	0	0	0	0	0	0
g8041.t1	0	0	0	0	0	0	0	0
g8042.t1	9	14	11	11	27	11	25	25
g8043.t1	0	0	4	4	0	0	0	0
g8043.t2	0	0	0	0	0	0	0	0
g8043.t3	0	0	0	0	0	0	0	0
g8044.t1	8	20	0	0	4	11	5	5
g8045.t1	8	14	0	0	0	6	5	5
g8046.t1	2	0	0	0	0	0	0	0
g8047.t1	4	0	8	8	6	8	7	7
g8048.t1	0	0	0	0	5	7	4	4
g8049.t1	5	8	2	2	18	17	13	13
g805.t1	0	0	0	0	0	0	0	0
g8050.t1	0	7	5	5	14	4	0	0
g8051.t1	0	4	0	0	3	3	7	7
g8052.t1	29	20	11	11	18	31	20	20
g8053.t1	12	25	9	9	15	10	12	12
g8054.t1	12	12	0	0	10	7	2	2
g8055.t1	0	0	0	0	0	0	0	0
g8055.t2	0	0	0	0	0	0	0	0
g8056.t1	0	0	0	0	0	0	0	0
g8057.t1	0	0	0	0	0	0	0	0
g8058.t1	0	0	3	3	3	0	0	0
g8059.t1	0	0	0	0	0	0	0	0
g8059.t2	0	0	0	0	0	0	0	0
g806.t1	0	0	0	0	0	0	0	0
g8060.t1	5	0	0	0	0	0	2	2
g8061.t1	0	0	0	0	0	0	0	0
g8061.t2	0	0	2	2	0	0	0	0
g8062.t1	4	0	0	0	5	2	0	0
g8063.t1	0	0	0	0	0	0	0	0
g8063.t2	0	0	0	0	0	0	0	0
g8063.t3	0	0	0	0	0	0	0	0
g8063.t4	0	0	0	0	0	0	0	0
g8064.t1	0	0	0	0	0	0	0	0
g8065.t1	2	6	0	0	0	6	0	0
g8066.t1	0	4	0	0	0	2	0	0
g8067.t1	0	0	0	0	0	0	0	0
g8068.t1	0	0	0	0	0	0	0	0
g8069.t1	8	8	20	20	6	8	8	8
g807.t1	2	4	2	2	0	2	2	2
g8070.t1	0	0	0	0	0	0	0	0
g8071.t1	0	0	0	0	0	10	10	10
g8072.t1	0	0	0	0	0	0	0	0
g8072.t2	0	0	0	0	0	0	0	0
g8073.t1	0	0	0	0	0	0	0	0
g8073.t2	0	0	0	0	0	0	2	2
g8074.t1	8	6	6	6	14	7	11	11
g8075.t1	0	0	0	0	0	0	0	0
g8076.t1	0	0	0	0	0	0	0	0
g8077.t1	0	0	0	0	0	0	0	0
g8078.t1	0	0	0	0	0	0	0	0
g8079.t1	0	0	0	0	0	0	0	0
g808.t1	0	0	0	0	0	0	0	0
g808.t2	0	0	0	0	0	0	0	0
g8080.t1	0	4	0	0	0	6	0	0
g8081.t1	9	13	8	8	0	13	11	11
g8082.t1	0	0	0	0	0	0	0	0
g8083.t1	0	0	0	0	0	0	0	0
g8084.t1	0	0	0	0	0	0	0	0
g8084.t2	0	0	0	0	0	0	0	0
g8085.t1	0	0	0	0	0	0	0	0
g8085.t2	0	0	0	0	0	0	0	0
g8086.t1	6	0	0	0	5	5	8	8
g8087.t1	14	16	29	29	21	31	10	10
g8088.t1	0	0	0	0	0	0	0	0
g8089.t1	0	1	0	0	0	1	0	0
g809.t1	10	22	15	15	21	14	17	17
g8090.t1	0	0	0	0	0	0	0	0
g8091.t1	0	0	0	0	0	0	0	0
g8091.t2	0	4	6	6	0	0	10	10
g8092.t1	0	0	0	0	0	0	0	0
g8093.t1	0	7	0	0	0	0	0	0
g8094.t1	6	4	0	0	2	0	6	6
g8094.t2	0	0	0	0	0	0	0	0
g8095.t1	0	2	4	4	6	0	8	8
g8096.t1	1	9	3	3	0	5	3	3
g8097.t1	0	2	2	2	0	2	0	0
g8098.t1	4	2	0	0	0	0	0	0
g8099.t1	0	0	0	0	2	4	7	7
g81.t1	0	0	0	0	0	0	0	0
g810.t1	5	3	11	11	8	5	9	9
g8100.t1	2	0	0	0	0	8	4	4
g8101.t1	1	2	4	4	0	5	2	2
g8102.t1	0	0	0	0	0	3	3	3
g8103.t1	6	0	0	0	0	0	12	12
g8104.t1	111	131	95	95	90	130	75	75
g8105.t1	2	0	0	0	0	0	0	0
g8106.t1	2	0	7	7	0	0	0	0
g8107.t1	0	0	0	0	0	0	0	0
g8108.t1	23	0	12	12	0	7	26	26
g8108.t2	0	41	0	0	30	23	0	0
g8109.t1	2	2	0	0	0	0	0	0
g811.t1	17	36	22	22	28	22	6	6
g8110.t1	15	0	11	11	6	27	8	8
g8111.t1	0	0	0	0	4	0	0	0
g8112.t1	0	0	0	0	0	0	0	0
g8113.t1	0	0	2	2	0	0	4	4
g8114.t1	0	10	0	0	0	0	0	0
g8115.t1	0	3	0	0	0	0	0	0
g8116.t1	0	0	0	0	2	0	0	0
g8117.t1	2	0	0	0	4	0	0	0
g8118.t1	0	0	0	0	0	0	0	0
g8119.t1	3	10	9	9	14	10	12	12
g812.t1	0	0	3	3	6	0	0	0
g8120.t1	0	0	0	0	0	0	0	0
g8121.t1	4	10	6	6	3	11	6	6
g8122.t1	0	0	1	1	0	2	4	4
g8122.t2	0	0	2	2	0	0	7	7
g8123.t1	0	0	0	0	0	0	0	0
g8123.t2	0	0	0	0	0	0	0	0
g8124.t1	0	0	0	0	0	0	0	0
g8125.t1	0	4	0	0	0	0	0	0
g8126.t1	0	0	0	0	0	0	0	0
g8127.t1	0	0	0	0	0	0	0	0
g8128.t1	0	0	0	0	0	0	0	0
g8129.t1	3	0	0	0	0	0	2	2
g813.t1	6	0	0	0	0	2	0	0
g8130.t1	6	6	8	8	0	5	4	4
g8131.t1	0	0	0	0	0	0	0	0
g8132.t1	0	0	0	0	0	0	0	0
g8133.t1	3	6	0	0	5	14	0	0
g8134.t1	0	0	0	0	0	0	5	5
g8135.t1	44	5	61	61	18	29	54	54
g8135.t2	10	28	9	9	21	10	12	12
g8135.t3	0	0	0	0	0	0	0	0
g8135.t4	59	131	115	115	148	106	54	54
g8136.t1	0	0	0	0	0	26	0	0
g8136.t2	12	12	20	20	4	0	0	0
g8137.t1	0	0	0	0	0	0	0	0
g8138.t1	0	6	0	0	2	0	0	0
g8139.t1	0	0	0	0	0	0	0	0
g8139.t2	0	0	0	0	0	0	0	0
g814.t1	5	4	2	2	0	4	2	2
g8140.t1	0	0	0	0	0	0	0	0
g8141.t1	1	0	0	0	0	0	0	0
g8142.t1	0	7	0	0	0	3	0	0
g8143.t1	0	10	0	0	3	3	0	0
g8144.t1	0	0	0	0	0	0	0	0
g8145.t1	0	0	0	0	0	0	0	0
g8146.t1	0	0	0	0	0	0	0	0
g8147.t1	0	0	0	0	0	0	0	0
g8148.t1	0	0	0	0	0	0	0	0
g8149.t1	0	0	0	0	0	0	0	0
g815.t1	0	0	0	0	0	0	0	0
g8150.t1	0	9	2	2	0	5	0	0
g8151.t1	4	0	0	0	0	2	0	0
g8152.t1	5	4	4	4	0	4	0	0
g8153.t1	8	0	0	0	0	4	0	0
g8154.t1	8	11	4	4	4	0	8	8
g8155.t1	0	0	0	0	0	0	0	0
g8156.t1	111	93	81	81	113	95	77	77
g8157.t1	1	3	3	3	2	3	12	12
g8157.t2	18	24	25	25	14	21	23	23
g8158.t1	2	0	0	0	0	0	0	0
g8158.t2	0	0	0	0	0	0	0	0
g8159.t1	0	0	0	0	0	0	0	0
g816.t1	0	0	0	0	0	0	0	0
g8160.t1	0	0	0	0	4	6	0	0
g8161.t1	0	0	0	0	0	0	0	0
g8162.t1	3	3	0	0	0	0	3	3
g8163.t1	0	2	9	9	1	2	0	0
g8164.t1	12	0	0	0	0	0	0	0
g8164.t2	0	0	0	0	0	0	0	0
g8164.t3	0	0	0	0	8	6	8	8
g8165.t1	0	0	0	0	4	0	0	0
g8166.t1	4	13	6	6	2	0	5	5
g8166.t2	0	0	0	0	0	0	0	0
g8167.t1	0	2	4	4	0	0	2	2
g8168.t1	4	0	0	0	4	0	6	6
g8169.t1	0	2	6	6	0	4	0	0
g817.t1	0	2	0	0	0	0	0	0
g8170.t1	0	0	0	0	0	0	0	0
g8171.t1	2	0	0	0	0	0	0	0
g8172.t1	37	13	21	21	34	23	31	31
g8173.t1	0	0	0	0	0	3	4	4
g8174.t1	0	0	0	0	6	3	5	5
g8174.t2	5	0	0	0	0	0	0	0
g8174.t3	0	16	0	0	0	0	0	0
g8174.t4	0	0	0	0	4	3	0	0
g8175.t1	3	0	9	9	6	5	6	6
g8176.t1	0	0	0	0	0	0	0	0
g8177.t1	0	0	0	0	0	2	0	0
g8178.t1	8	0	8	8	0	0	5	5
g8179.t1	7	7	6	6	0	2	6	6
g818.t1	6	0	0	0	0	0	0	0
g8180.t1	0	0	0	0	0	6	0	0
g8181.t1	0	0	0	0	0	0	0	0
g8181.t2	0	0	0	0	0	0	0	0
g8182.t1	0	4	0	0	4	0	3	3
g8183.t1	0	4	0	0	0	0	0	0
g8184.t1	0	9	0	0	0	4	6	6
g8185.t1	0	2	4	4	0	0	5	5
g8186.t1	12	0	0	0	0	8	0	0
g8187.t1	10	10	0	0	4	6	8	8
g8188.t1	19	30	11	11	21	31	13	13
g8189.t1	12	6	0	0	0	5	0	0
g819.t1	0	0	0	0	0	0	3	3
g8190.t1	0	2	0	0	0	2	0	0
g8190.t2	0	0	0	0	0	0	0	0
g8191.t1	0	0	0	0	0	0	0	0
g8192.t1	0	8	10	10	0	7	9	9
g8193.t1	0	4	6	6	0	0	0	0
g8194.t1	0	0	0	0	0	0	0	0
g8195.t1	0	0	0	0	0	0	0	0
g8196.t1	0	0	0	0	0	0	0	0
g8197.t1	0	0	4	4	5	0	0	0
g8198.t1	2	0	4	4	4	0	2	2
g8199.t1	0	0	0	0	0	0	0	0
g82.t1	0	0	0	0	0	0	0	0
g820.t1	0	0	0	0	0	4	0	0
g8200.t1	0	0	10	10	0	12	12	12
g8201.t1	2	0	6	6	8	3	0	0
g8202.t1	0	0	0	0	0	0	0	0
g8202.t2	0	0	0	0	0	0	0	0
g8202.t3	0	0	0	0	0	0	0	0
g8203.t1	0	0	14	14	0	0	10	10
g8204.t1	13	15	12	12	5	8	14	14
g8205.t1	0	4	2	2	0	0	0	0
g8206.t1	0	0	0	0	0	0	0	0
g8207.t1	10	7	0	0	0	0	5	5
g8208.t1	0	0	0	0	0	0	0	0
g8208.t2	0	0	0	0	0	0	0	0
g8209.t1	5	0	11	11	3	6	0	0
g821.t1	5	6	6	6	0	10	10	10
g8210.t1	0	0	0	0	0	5	0	0
g8211.t1	4	0	2	2	0	2	0	0
g8212.t1	174	139	112	112	108	144	162	162
g8213.t1	0	0	0	0	0	0	0	0
g8214.t1	38	51	49	49	28	46	44	44
g8215.t1	0	9	3	3	4	3	0	0
g8216.t1	4	0	4	4	2	4	0	0
g8217.t1	0	0	0	0	0	0	0	0
g8217.t2	3	3	0	0	4	0	0	0
g8218.t1	0	6	6	6	2	0	2	2
g8219.t1	0	0	0	0	0	0	0	0
g822.t1	5	0	11	11	4	2	4	4
g8220.t1	2	1	0	0	2	2	0	0
g8221.t1	0	0	0	0	34	0	0	0
g8221.t2	27	0	39	39	1	0	2	2
g8221.t3	0	26	0	0	2	38	31	31
g8221.t4	0	0	0	0	0	0	0	0
g8222.t1	9	17	1	1	11	8	9	9
g8222.t2	0	0	0	0	0	0	0	0
g8223.t1	8	6	11	11	10	6	4	4
g8224.t1	0	0	0	0	0	0	0	0
g8224.t2	3	0	0	0	7	0	0	0
g8225.t1	2	0	0	0	0	2	0	0
g8226.t1	0	5	4	4	16	5	9	9
g8227.t1	6	0	0	0	2	3	0	0
g8228.t1	0	0	0	0	0	0	0	0
g8229.t1	0	0	0	0	0	0	3	3
g823.t1	0	0	0	0	0	0	0	0
g8230.t1	4	0	0	0	0	0	0	0
g8231.t1	2	0	0	0	2	2	0	0
g8232.t1	0	0	0	0	0	0	0	0
g8233.t1	6	0	0	0	0	0	0	0
g8234.t1	0	0	0	0	0	0	0	0
g8235.t1	0	21	4	4	4	0	9	9
g8236.t1	2	4	2	2	3	4	0	0
g8237.t1	0	0	0	0	0	0	0	0
g8238.t1	9	12	8	8	10	35	18	18
g8239.t1	0	0	0	0	4	2	0	0
g824.t1	0	0	0	0	0	0	0	0
g8240.t1	0	0	0	0	0	0	0	0
g8241.t1	0	0	0	0	0	4	2	2
g8242.t1	339	346	390	390	356	292	371	371
g8243.t1	4	2	4	4	2	2	0	0
g8244.t1	0	0	0	0	0	0	0	0
g8244.t2	0	0	0	0	0	0	0	0
g8244.t3	0	0	0	0	0	0	0	0
g8244.t4	0	0	0	0	0	0	0	0
g8244.t5	10	13	9	9	8	21	7	7
g8244.t6	0	0	0	0	0	0	0	0
g8245.t1	0	0	11	11	0	3	6	6
g8246.t1	3	0	0	0	0	0	0	0
g8247.t1	4	0	4	4	3	7	4	4
g8248.t1	8	13	6	6	6	12	19	19
g8248.t2	0	0	0	0	0	0	0	0
g8249.t1	0	0	0	0	0	0	0	0
g825.t1	0	8	12	12	5	6	0	0
g8250.t1	0	0	0	0	0	0	0	0
g8251.t1	12	11	6	6	5	14	14	14
g8252.t1	0	8	10	10	11	9	5	5
g8252.t2	0	0	0	0	0	0	0	0
g8253.t1	6	0	0	0	5	0	0	0
g8254.t1	12	3	8	8	14	0	0	0
g8255.t1	0	0	0	0	0	0	0	0
g8256.t1	0	11	0	0	0	15	0	0
g8257.t1	13	0	5	5	5	3	0	0
g8257.t2	0	13	3	3	4	5	18	18
g8258.t1	0	0	0	0	0	0	0	0
g8258.t2	26	34	9	9	7	29	25	25
g8258.t3	0	0	39	39	36	0	0	0
g8259.t1	0	0	0	0	0	0	0	0
g826.t1	0	0	7	7	3	4	4	4
g8260.t1	20	31	17	17	19	35	20	20
g8261.t1	2	4	4	4	2	2	2	2
g8262.t1	0	0	0	0	0	0	0	0
g8263.t1	0	0	0	0	0	0	0	0
g8264.t1	0	0	0	0	0	6	0	0
g8265.t1	0	0	0	0	0	0	0	0
g8266.t1	9	4	8	8	4	2	4	4
g8267.t1	2	2	2	2	0	5	5	5
g8268.t1	0	0	0	0	0	0	0	0
g8268.t2	0	0	0	0	0	0	0	0
g8269.t1	9	8	7	7	5	14	4	4
g827.t1	0	0	0	0	0	0	0	0
g8270.t1	0	4	0	0	1	0	2	2
g8271.t1	0	0	0	0	0	0	0	0
g8271.t2	0	0	0	0	0	0	0	0
g8272.t1	15	7	7	7	7	28	6	6
g8273.t1	0	0	0	0	0	0	0	0
g8274.t1	27	35	28	28	22	38	29	29
g8275.t1	0	0	0	0	0	0	0	0
g8275.t2	0	0	0	0	0	0	0	0
g8276.t1	3	0	2	2	4	0	0	0
g8277.t1	0	0	0	0	0	0	0	0
g8277.t2	0	0	0	0	0	0	0	0
g8278.t1	0	0	0	0	0	0	0	0
g8279.t1	0	0	2	2	0	7	0	0
g8279.t2	0	0	0	0	0	0	0	0
g8279.t3	0	0	0	0	0	0	0	0
g828.t1	2	0	0	0	0	0	0	0
g8280.t1	0	0	0	0	0	0	0	0
g8280.t2	4	0	4	4	0	7	0	0
g8280.t3	0	0	0	0	0	0	0	0
g8281.t1	5	10	0	0	10	18	9	9
g8281.t2	0	0	0	0	0	0	0	0
g8282.t1	0	0	0	0	0	0	0	0
g8282.t2	0	0	0	0	0	0	0	0
g8283.t1	0	0	0	0	0	0	0	0
g8283.t2	2	4	0	0	0	0	4	4
g8284.t1	0	0	6	6	10	5	0	0
g8285.t1	6	0	3	3	0	13	2	2
g8286.t1	96	74	19	19	39	111	15	15
g8287.t1	2	0	0	0	0	0	0	0
g8288.t1	0	0	0	0	0	0	0	0
g8288.t2	0	5	0	0	6	0	0	0
g8289.t1	0	0	0	0	0	0	0	0
g829.t1	0	0	0	0	0	0	0	0
g8290.t1	0	0	0	0	0	0	0	0
g8290.t2	0	0	0	0	0	0	0	0
g8291.t1	0	0	0	0	4	8	0	0
g8292.t1	0	0	0	0	0	0	0	0
g8292.t2	0	0	0	0	0	0	0	0
g8293.t1	89	81	97	97	94	100	86	86
g8294.t1	0	0	0	0	0	0	0	0
g8294.t2	0	4	0	0	0	0	4	4
g8294.t3	0	0	0	0	0	0	0	0
g8295.t1	0	0	0	0	0	0	0	0
g8296.t1	2	0	0	0	0	0	0	0
g8297.t1	0	0	0	0	0	0	0	0
g8298.t1	0	0	0	0	0	0	0	0
g8299.t1	0	0	0	0	0	0	0	0
g83.t1	12	5	0	0	0	8	2	2
g830.t1	0	0	0	0	2	0	0	0
g8300.t1	0	0	0	0	0	0	0	0
g8300.t2	0	0	0	0	0	0	0	0
g8301.t1	0	2	2	2	0	0	0	0
g8302.t1	0	2	0	0	0	0	0	0
g8303.t1	0	0	3	3	3	0	0	0
g8304.t1	0	0	0	0	0	0	0	0
g8305.t1	2	2	2	2	0	0	0	0
g8306.t1	0	0	0	0	0	7	0	0
g8306.t2	0	0	0	0	0	0	0	0
g8307.t1	0	0	0	0	0	0	0	0
g8308.t1	0	0	0	0	6	0	0	0
g8309.t1	0	0	0	0	0	0	0	0
g8309.t2	0	0	0	0	0	0	0	0
g831.t1	0	2	0	0	0	2	0	0
g8310.t1	7	10	0	0	4	0	7	7
g8311.t1	0	0	0	0	0	0	0	0
g8311.t2	0	0	0	0	0	0	0	0
g8312.t1	0	6	0	0	0	0	0	0
g8313.t1	4	6	5	5	0	0	0	0
g8314.t1	10	12	0	0	7	0	0	0
g8315.t1	0	0	0	0	0	0	0	0
g8316.t1	14	8	18	18	22	20	12	12
g8317.t1	0	0	0	0	0	0	2	2
g8318.t1	0	0	0	0	0	4	0	0
g8319.t1	5	4	7	7	0	2	6	6
g8319.t2	0	0	0	0	0	0	0	0
g832.t1	0	0	0	0	0	0	0	0
g8320.t1	0	0	0	0	0	0	0	0
g8321.t1	0	0	2	2	0	0	0	0
g8322.t1	15	20	12	12	6	12	17	17
g8323.t1	8	11	18	18	0	0	11	11
g8324.t1	0	0	0	0	0	0	0	0
g8325.t1	28	20	24	24	30	14	39	39
g8326.t1	0	0	0	0	0	0	0	0
g8327.t1	0	0	0	0	0	0	0	0
g8328.t1	0	2	0	0	0	0	0	0
g8329.t1	2	0	0	0	0	0	0	0
g833.t1	0	0	3	3	0	0	7	7
g8330.t1	0	0	0	0	0	0	0	0
g8331.t1	0	4	0	0	0	2	0	0
g8332.t1	0	0	4	4	0	0	0	0
g8333.t1	10	2	0	0	2	0	8	8
g8334.t1	0	0	0	0	0	0	0	0
g8335.t1	0	0	0	0	0	0	0	0
g8335.t2	0	0	0	0	0	0	0	0
g8335.t3	0	0	0	0	0	0	0	0
g8336.t1	2	0	0	0	0	0	0	0
g8337.t1	19	27	11	11	18	20	10	10
g8338.t1	4	0	0	0	6	0	0	0
g8339.t1	6	0	0	0	0	8	0	0
g834.t1	0	0	0	0	0	0	0	0
g8340.t1	0	0	0	0	0	7	3	3
g8341.t1	0	0	0	0	0	0	0	0
g8341.t2	0	9	8	8	14	6	10	10
g8342.t1	4	11	10	10	12	6	5	5
g8343.t1	16	4	19	19	7	2	6	6
g8344.t1	0	0	0	0	0	0	0	0
g8345.t1	0	0	0	0	0	0	0	0
g8346.t1	2	3	2	2	4	2	0	0
g8347.t1	0	0	5	5	0	0	5	5
g8348.t1	7	8	5	5	11	0	9	9
g8349.t1	0	0	7	7	0	4	0	0
g835.t1	0	0	0	0	0	0	3	3
g8350.t1	12	4	6	6	0	0	0	0
g8351.t1	6	10	6	6	10	0	2	2
