Gene_ID	CYP6A9-24-1/final	CYP6A9-24-2/final	CYP6A9-48-1/final	CYP6A9-48-2/final	GFP-24-1/final	GFP-24-2/final	GFP-48-1/final	GFP-48-2/final
g1701	0	2	0	0	0	0	0	0
g1702	4	4	16	16	18	6	14	14
g1703	43	38	34	34	22	76	42	42
g1704	36	28	18	18	17	52	32	32
g1705	0	0	0	0	0	0	0	0
g1706	0	0	0	0	0	0	0	0
g1707	14	6	4	4	0	9	8	8
g1708	13	7	0	0	6	10	7	7
g1709	0	0	0	0	0	0	0	0
g171	3	0	7	7	5	5	3	3
g1710	0	2	0	0	0	0	0	0
g1711	0	0	0	0	3	0	2	2
g1712	2	0	0	0	0	0	0	0
g1713	2	0	0	0	4	8	0	0
g1714	4	2	0	0	2	2	2	2
g1715	2	12	10	10	14	4	11	11
g1716	0	0	0	0	0	0	0	0
g1717	0	0	0	0	2	0	0	0
g1718	0	0	0	0	0	0	0	0
g1719	0	0	0	0	0	0	0	0
g172	115	61	64	64	65	119	68	68
g1720	4	2	2	2	8	6	0	0
g1721	0	0	0	0	0	0	0	0
g1722	30	8	18	18	8	30	6	6
g1723	15	42	40	40	20	18	24	24
g1724	0	0	0	0	0	0	0	0
g1725	0	4	0	0	2	0	0	0
g1726	8	8	8	8	15	4	0	0
g1727	8	0	7	7	0	0	7	7
g1728	0	0	0	0	0	0	0	0
g1729	0	0	0	0	0	0	0	0
g173	0	2	0	0	2	8	2	2
g1730	33	34	31	31	6	25	23	23
g1731	0	0	0	0	0	0	0	0
g1732	0	0	0	0	0	0	0	0
g1733	0	0	0	0	0	0	0	0
g1734	0	0	0	0	0	0	0	0
g1735	0	0	0	0	0	0	0	0
g1736	6	2	0	0	8	2	0	0
g1737	4	2	0	0	5	10	0	0
g1738	10	8	5	5	9	9	0	0
g1739	15	2	0	0	0	10	6	6
g174	5	0	12	12	8	7	13	13
g1740	0	0	0	0	0	0	0	0
g1741	0	2	0	0	0	0	3	3
g1742	0	6	7	7	8	0	9	9
g1743	5	2	0	0	0	0	0	0
g1744	0	0	0	0	0	4	0	0
g1745	7	0	0	0	3	0	0	0
g1746	19	27	25	25	13	19	20	20
g1747	21	17	12	12	27	31	31	31
g1748	3	16	4	4	10	0	6	6
g1749	29	31	20	20	29	27	8	8
g175	2	6	5	5	5	6	0	0
g1750	0	0	0	0	0	0	0	0
g1751	8	0	0	0	0	3	5	5
g1752	0	0	2	2	0	0	0	0
g1753	28	12	20	20	21	13	0	0
g1754	10	10	6	6	25	19	0	0
g1755	0	0	0	0	0	0	0	0
g1756	41	53	59	59	52	61	66	66
g1757	2	0	0	0	8	0	4	4
g1758	0	0	0	0	0	0	0	0
g1759	0	0	0	0	2	0	0	0
g176	0	0	0	0	0	0	0	0
g1760	0	6	0	0	0	0	6	6
g1761	0	0	6	6	4	4	0	0
g1762	0	0	0	0	0	0	0	0
g1763	16	26	13	13	16	57	34	34
g1764	0	0	0	0	0	0	0	0
g1765	0	0	0	0	0	0	0	0
g1766	0	0	4	4	0	0	2	2
g1767	6	0	0	0	0	0	0	0
g1768	0	0	0	0	0	0	0	0
g1769	0	0	0	0	0	0	0	0
g177	6	0	4	4	2	0	3	3
g1770	0	0	0	0	0	0	0	0
g1771	0	0	0	0	0	0	0	0
g1772	4	0	4	4	0	6	4	4
g1773	0	0	0	0	0	0	0	0
g1774	0	0	0	0	0	0	0	0
g1775	20	11	8	8	11	5	7	7
g1776	90	101	88	88	101	80	73	73
g1777	7	8	4	4	18	15	3	3
g1778	4	3	0	0	0	3	0	0
g1779	0	0	2	2	0	0	0	0
g178	0	0	0	0	0	0	0	0
g1780	4	3	0	0	5	8	0	0
g1781	0	0	0	0	6	6	0	0
g1782	0	0	23	23	14	8	0	0
g1783	0	0	0	0	0	0	0	0
g1784	0	0	0	0	0	0	0	0
g1785	14	20	17	17	11	19	15	15
g1786	0	1	0	0	0	0	0	0
g1787	0	0	0	0	0	0	0	0
g1788	0	0	0	0	0	0	0	0
g1789	0	0	0	0	0	2	8	8
g179	0	0	0	0	0	0	0	0
g1790	0	0	0	0	0	0	0	0
g1791	0	0	0	0	0	0	0	0
g1792	0	0	0	0	0	0	0	0
g1793	0	0	0	0	0	0	0	0
g1794	0	0	0	0	0	0	0	0
g1795	0	0	0	0	0	0	0	0
g1796	0	0	0	0	0	0	0	0
g1797	0	0	0	0	0	0	0	0
g1798	0	0	0	0	0	0	0	0
g1799	0	0	0	0	0	0	0	0
g18	0	0	0	0	0	0	0	0
g180	0	0	0	0	0	0	3	3
g1800	0	0	0	0	0	0	0	0
g1801	0	0	0	0	0	0	0	0
g1802	4	2	2	2	3	4	0	0
g1803	0	0	0	0	0	3	0	0
g1804	3	0	0	0	0	0	0	0
g1805	0	6	2	2	6	0	4	4
g1806	5	4	3	3	2	6	0	0
g1807	108	110	130	130	136	120	130	130
g1808	0	0	0	0	0	0	0	0
g1809	191	277	178	178	225	214	226	226
g181	0	6	0	0	0	0	0	0
g1810	5	3	2	2	0	0	0	0
g1811	0	0	1	1	0	2	1	1
g1812	0	0	1	1	1	1	0	0
g1813	5	2	3	3	7	1	0	0
g1814	37	44	39	39	39	60	49	49
g1815	0	0	0	0	0	0	0	0
g1816	75	59	35	35	57	63	58	58
g1817	10	5	2	2	4	4	0	0
g1818	9	4	10	10	7	12	13	13
g1819	42	29	25	25	48	40	40	40
g182	2	3	4	4	0	8	3	3
g1820	0	0	0	0	0	0	0	0
g1821	10	13	0	0	14	10	29	29
g1822	0	0	0	0	0	0	0	0
g1823	11	10	6	6	3	10	3	3
g1824	4	0	9	9	0	3	10	10
g1825	2	2	0	0	5	0	0	0
g1826	5	0	10	10	12	12	6	6
g1827	60	58	8	8	68	33	21	21
g1828	0	0	6	6	0	0	0	0
g1829	0	0	0	0	0	0	0	0
g183	2	0	0	0	0	0	3	3
g1830	0	0	3	3	0	0	2	2
g1831	0	2	4	4	0	8	2	2
g1832	16	24	8	8	19	23	28	28
g1833	2	0	2	2	0	0	0	0
g1834	0	0	0	0	0	3	0	0
g1835	9	5	13	13	6	4	2	2
g1836	2	3	4	4	2	2	0	0
g1837	11	9	7	7	12	4	2	2
g1838	0	0	0	0	0	0	0	0
g1839	14	9	14	14	11	8	0	0
g184	0	0	0	0	0	0	0	0
g1840	0	0	0	0	0	0	0	0
g1841	0	0	0	0	0	0	0	0
g1842	0	0	0	0	0	0	0	0
g1843	0	0	0	0	0	0	0	0
g1844	0	0	0	0	0	0	0	0
g1845	0	0	0	0	0	4	3	3
g1846	0	0	0	0	0	0	0	0
g1847	0	0	0	0	0	0	0	0
g1848	0	0	0	0	0	0	0	0
g1849	0	0	0	0	0	0	2	2
g185	0	0	0	0	4	2	0	0
g1850	0	0	0	0	0	0	0	0
g1851	0	0	0	0	0	0	0	0
g1852	0	0	0	0	0	3	0	0
g1853	10	16	0	0	14	8	0	0
g1854	12	12	4	4	16	8	10	10
g1855	0	9	0	0	6	4	7	7
g1856	2	8	0	0	0	6	0	0
g1857	16	4	9	9	6	6	0	0
g1858	35	26	41	41	56	34	23	23
g1859	50	39	36	36	22	52	57	57
g186	0	0	0	0	0	0	0	0
g1860	8	0	7	7	0	0	7	7
g1861	0	0	0	0	4	4	0	0
g1862	3	0	0	0	0	0	3	3
g1863	0	0	0	0	0	0	0	0
g1864	0	0	0	0	0	0	0	0
g1865	0	0	0	0	0	0	0	0
g1866	0	0	0	0	0	0	8	8
g1867	0	5	0	0	0	0	0	0
g1868	32	21	29	29	34	41	31	31
g1869	5	4	0	0	2	7	2	2
g187	0	0	0	0	0	0	0	0
g1870	0	0	0	0	0	0	0	0
g1871	7	0	2	2	0	0	0	0
g1872	11	6	4	4	0	13	12	12
g1873	715	637	455	455	399	796	416	416
g1874	0	0	0	0	0	0	0	0
g1875	0	0	0	0	0	0	0	0
g1876	0	0	0	0	0	0	0	0
g1877	0	0	0	0	0	0	0	0
g1878	0	0	0	0	0	0	0	0
g1879	8	7	0	0	0	0	0	0
g188	4	0	0	0	4	5	0	0
g1880	2	0	2	2	2	0	4	4
g1881	0	0	0	0	0	0	0	0
g1882	0	0	0	0	0	5	0	0
g1883	3	0	9	9	0	0	0	0
g1884	0	0	0	0	0	0	0	0
g1885	4	2	8	8	0	6	6	6
g1886	4	2	0	0	0	3	0	0
g1887	0	3	6	6	4	2	2	2
g1888	0	0	0	0	2	0	6	6
g1889	0	0	0	0	0	0	0	0
g189	36	31	33	33	24	18	32	32
g1890	0	0	0	0	7	5	4	4
g1891	5	0	4	4	0	0	0	0
g1892	0	0	0	0	0	0	5	5
g1893	0	0	0	0	0	0	0	0
g1894	0	0	0	0	4	0	0	0
g1895	0	0	2	2	4	8	0	0
g1896	151	148	128	128	119	121	96	96
g1897	0	0	0	0	0	0	0	0
g1898	7	14	6	6	16	0	8	8
g1899	5	2	2	2	0	6	0	0
g19	0	0	0	0	0	0	0	0
g190	0	0	0	0	2	0	4	4
g1900	0	0	3	3	6	0	0	0
g1901	18	38	16	16	38	15	36	36
g1902	0	0	0	0	2	0	2	2
g1903	0	0	0	0	0	0	0	0
g1904	0	0	0	0	0	0	0	0
g1905	2	2	0	0	0	4	6	6
g1906	0	0	0	0	0	0	0	0
g1907	0	0	0	0	0	0	0	0
g1908	34	31	31	31	28	40	37	37
g1909	3	0	0	0	2	0	0	0
g191	0	0	3	3	0	0	0	0
g1910	0	0	6	6	3	2	0	0
g1911	0	4	0	0	12	0	6	6
g1912	0	0	0	0	0	0	0	0
g1913	0	0	2	2	0	0	0	0
g1914	0	0	0	0	0	0	0	0
g1915	12	8	0	0	16	11	22	22
g1916	0	4	6	6	0	6	4	4
g1917	4	4	0	0	0	0	0	0
g1918	2	0	3	3	2	0	0	0
g1919	11	0	7	7	13	0	8	8
g192	0	0	0	0	0	8	0	0
g1920	0	0	0	0	0	0	0	0
g1921	0	0	0	0	0	0	0	0
g1922	0	0	2	2	2	0	6	6
g1923	0	0	0	0	0	0	0	0
g1924	21	16	32	32	26	29	18	18
g1925	26	23	10	10	14	16	18	18
g1926	0	0	2	2	0	0	0	0
g1927	0	2	0	0	0	0	0	0
g1928	4	4	0	0	0	2	0	0
g1929	0	0	0	0	0	0	0	0
g193	16	24	8	8	13	13	24	24
g1930	0	0	0	0	0	0	0	0
g1931	0	0	0	0	0	0	0	0
g1932	0	0	0	0	0	0	0	0
g1933	0	0	0	0	0	0	0	0
g1934	0	0	0	0	2	4	0	0
g1935	0	0	0	0	4	3	6	6
g1936	30	21	10	10	19	23	16	16
g1937	2	2	4	4	7	7	0	0
g1938	2	3	0	0	0	4	2	2
g1939	8	9	7	7	4	14	15	15
g194	0	0	0	0	0	0	0	0
g1940	0	0	2	2	0	0	0	0
g1941	29	8	17	17	11	24	21	21
g1942	0	0	0	0	0	0	0	0
g1943	0	0	0	0	0	0	0	0
g1944	0	0	0	0	0	0	0	0
g1945	6	4	2	2	0	8	4	4
g1946	4	3	3	3	3	3	5	5
g1947	0	0	0	0	0	0	0	0
g1948	0	4	0	0	0	2	0	0
g1949	14	38	30	30	32	19	15	15
g195	0	0	0	0	0	0	0	0
g1950	0	0	0	0	0	0	6	6
g1951	3	0	0	0	0	0	0	0
g1952	23	10	8	8	4	9	10	10
g1953	9	14	6	6	0	10	5	5
g1954	0	0	0	0	0	0	0	0
g1955	0	2	0	0	6	3	7	7
g1956	0	0	0	0	0	0	0	0
g1957	1	0	0	0	3	0	0	0
g1958	6	2	2	2	2	0	5	5
g1959	0	0	10	10	6	12	16	16
g196	0	0	0	0	0	0	0	0
g1960	0	0	0	0	0	0	0	0
g1961	0	0	3	3	0	0	0	0
g1962	0	0	0	0	0	0	0	0
g1963	0	0	0	0	0	0	0	0
g1964	0	0	0	0	0	0	0	0
g1965	126	113	93	93	73	86	98	98
g1966	11	9	0	0	11	7	0	0
g1967	22	13	5	5	19	11	11	11
g1968	0	4	0	0	0	0	0	0
g1969	4	5	0	0	0	0	0	0
g197	0	0	0	0	2	0	4	4
g1970	0	0	0	0	0	0	0	0
g1971	16	11	22	22	12	10	13	13
g1972	0	0	0	0	0	0	0	0
g1973	0	0	0	0	0	0	0	0
g1974	6	0	0	0	6	5	0	0
g1975	17	12	7	7	10	9	8	8
g1976	19	8	6	6	8	8	9	9
g1977	11	0	6	6	0	0	1	1
g1978	0	0	0	0	0	0	0	0
g1979	0	0	0	0	0	0	0	0
g198	0	0	0	0	0	0	0	0
g1980	0	0	0	0	0	0	0	0
g1981	0	4	22	22	9	7	10	10
g1982	50	60	51	51	38	74	49	49
g1983	0	0	2	2	2	0	0	0
g1984	0	0	0	0	0	0	0	0
g1985	0	0	0	0	0	0	0	0
g1986	0	0	0	0	0	0	0	0
g1987	71	50	77	77	56	58	40	40
g1988	250	235	158	158	177	257	120	120
g1989	0	0	0	0	0	0	0	0
g199	0	0	0	0	2	0	0	0
g1990	2	6	10	10	2	2	0	0
g1991	14	0	0	0	4	7	8	8
g1992	7	14	14	14	5	22	12	12
g1993	0	0	0	0	0	0	0	0
g1994	9	5	0	0	9	3	0	0
g1995	9	6	0	0	7	0	10	10
g1996	0	0	0	0	0	0	2	2
g1997	0	0	3	3	0	0	0	0
g1998	6	8	11	11	13	4	10	10
g1999	26	21	24	24	19	18	23	23
g2	0	0	0	0	0	0	0	0
g20	0	0	0	0	0	0	0	0
g200	4	0	0	0	0	0	0	0
g2000	0	0	2	2	0	0	0	0
g2001	4	0	0	0	0	0	0	0
g2002	0	0	0	0	0	0	0	0
g2003	0	0	4	4	0	0	11	11
g2004	0	0	0	0	0	0	0	0
g2005	0	0	0	0	0	0	0	0
g2006	0	0	0	0	0	0	0	0
g2007	0	2	4	4	0	0	0	0
g2008	6	10	4	4	0	7	0	0
g2009	3	0	4	4	4	3	0	0
g201	18	10	9	9	5	5	11	11
g2010	0	0	0	0	0	0	2	2
g2011	0	0	0	0	0	0	0	0
g2012	0	0	2	2	0	0	0	0
g2013	2	0	3	3	0	0	0	0
g2014	55	84	51	51	72	76	60	60
g2015	0	0	0	0	0	4	0	0
g2016	0	3	0	0	0	2	4	4
g2017	190	286	332	332	226	176	304	304
g2018	10	0	4	4	6	8	16	16
g2019	2	0	2	2	0	0	0	0
g202	0	0	0	0	0	0	0	0
g2020	0	0	0	0	0	0	0	0
g2021	0	0	0	0	0	0	0	0
g2022	0	5	4	4	4	4	3	3
g2023	0	0	0	0	0	4	6	6
g2024	0	0	0	0	0	0	0	0
g2025	210	196	143	143	148	157	132	132
g2026	28	21	38	38	14	36	22	22
g2027	13	0	7	7	10	16	3	3
g2028	8	18	0	0	16	14	17	17
g2029	0	0	0	0	0	0	0	0
g203	0	3	0	0	0	0	0	0
g2030	0	2	0	0	0	0	4	4
g2031	0	6	2	2	4	2	3	3
g2032	3	6	5	5	4	4	7	7
g2033	0	0	0	0	2	4	4	4
g2034	0	0	0	0	0	0	4	4
g2035	0	2	0	0	0	6	0	0
g2036	6	28	21	21	26	16	38	38
g2037	43	44	26	26	20	20	34	34
g2038	10	0	14	14	11	11	12	12
g2039	0	0	0	0	0	0	0	0
g204	0	0	0	0	0	0	0	0
g2040	0	10	0	0	0	0	0	0
g2041	0	0	0	0	0	0	0	0
g2042	0	2	0	0	0	0	2	2
g2043	0	0	0	0	0	0	0	0
g2044	9	17	6	6	4	11	0	0
g2045	0	0	0	0	0	0	0	0
g2046	0	0	0	0	6	0	6	6
g2047	4	0	0	0	0	0	2	2
g2048	0	8	11	11	9	5	13	13
g2049	258	230	240	240	368	339	242	242
g205	0	0	0	0	0	0	0	0
g2050	52	36	44	44	76	61	66	66
g2051	2	2	0	0	0	0	0	0
g2052	0	0	0	0	0	0	2	2
g2053	0	0	0	0	2	6	0	0
g2054	60	94	57	57	100	126	65	65
g2055	0	0	0	0	0	0	0	0
g2056	37	30	32	32	32	17	45	45
g2057	0	0	0	0	0	0	0	0
g2058	10	0	10	10	2	0	18	18
g2059	0	0	0	0	0	0	0	0
g206	0	0	0	0	0	0	0	0
g2060	3	0	3	3	0	2	3	3
g2061	0	0	0	0	0	0	0	0
g2062	2	7	0	0	0	5	3	3
g2063	0	0	0	0	0	0	0	0
g2064	0	5	0	0	0	6	12	12
g2065	11	0	20	20	6	16	13	13
g2066	4	0	4	4	4	6	0	0
g2067	32	18	21	21	20	12	20	20
g2068	7	16	10	10	4	12	12	12
g2069	0	0	0	0	0	0	0	0
g207	17	18	26	26	18	15	32	32
g2070	16	6	0	0	4	3	6	6
g2071	22	18	19	19	20	14	0	0
g2072	0	0	0	0	0	0	0	0
g2073	62	64	39	39	61	77	56	56
g2074	0	0	0	0	6	0	3	3
g2075	0	0	0	0	0	0	0	0
g2076	8	7	20	20	11	2	13	13
g2077	13	23	7	7	9	21	9	9
g2078	0	0	0	0	0	0	0	0
g2079	0	0	0	0	0	1	0	0
g208	6	0	0	0	2	3	0	0
g2080	10	8	9	9	20	11	13	13
g2081	13	2	4	4	7	4	0	0
g2082	8	6	5	5	8	12	18	18
g2083	2	0	3	3	0	0	5	5
g2084	22	7	10	10	5	13	0	0
g2085	0	6	6	6	6	0	0	0
g2086	6	8	12	12	3	12	22	22
g2087	0	0	4	4	2	2	2	2
g2088	35	19	25	25	17	19	22	22
g2089	0	0	0	0	0	0	0	0
g209	6	4	2	2	9	7	9	9
g2090	2	0	2	2	0	2	2	2
g2091	0	0	0	0	0	0	0	0
g2092	0	0	0	0	0	0	0	0
g2093	0	0	1	1	0	2	3	3
g2094	5	0	0	0	6	8	8	8
g2095	3	0	0	0	2	0	0	0
g2096	9	9	5	5	9	7	0	0
g2097	5	2	3	3	7	0	0	0
g2098	10	0	9	9	0	14	0	0
g2099	6	6	0	0	5	7	0	0
g21	0	0	0	0	0	0	0	0
g210	3	0	0	0	0	0	0	0
g2100	0	0	0	0	0	0	0	0
g2101	0	0	0	0	0	0	0	0
g2102	11	8	2	2	2	9	3	3
g2103	0	0	0	0	0	0	0	0
g2104	0	6	0	0	2	0	3	3
g2105	4	0	8	8	2	0	0	0
g2106	4	0	0	0	0	0	6	6
g2107	10	0	4	4	4	9	0	0
g2108	8	5	2	2	0	0	0	0
g2109	0	0	0	0	0	0	2	2
g211	0	0	0	0	0	0	0	0
g2110	8	4	5	5	0	5	6	6
g2111	5	0	8	8	4	0	4	4
g2112	0	0	0	0	0	2	0	0
g2113	8	9	4	4	11	9	8	8
g2114	0	0	0	0	0	0	0	0
g2115	0	0	0	0	11	0	0	0
g2116	0	0	0	0	0	0	0	0
g2117	8	4	6	6	6	7	8	8
g2118	0	0	0	0	0	0	0	0
g2119	12	8	14	14	17	31	16	16
g212	10	7	0	0	0	4	8	8
g2120	0	0	12	12	0	4	6	6
g2121	29	36	24	24	18	28	27	27
g2122	29	73	57	57	51	39	46	46
g2123	0	0	2	2	4	0	0	0
g2124	0	0	0	0	0	0	0	0
g2125	0	7	0	0	0	0	0	0
g2126	4	0	0	0	0	0	2	2
g2127	46	45	32	32	39	34	38	38
g2128	0	0	0	0	0	0	0	0
g2129	5	6	3	3	6	4	4	4
g213	59	95	101	101	104	118	142	142
g2130	4	0	2	2	0	8	0	0
g2131	1	0	0	0	0	2	0	0
g2132	18	10	4	4	13	15	6	6
g2133	29	59	27	27	33	25	25	25
g2134	0	0	0	0	0	0	0	0
g2135	0	0	0	0	0	0	0	0
g2136	169	148	114	114	209	147	169	169
g2137	0	0	0	0	0	0	0	0
g2138	0	0	2	2	0	0	0	0
g2139	46	42	28	28	34	31	32	32
g214	7	0	0	0	0	4	0	0
g2140	6	0	9	9	9	6	0	0
g2141	0	0	0	0	0	0	0	0
g2142	0	0	0	0	0	0	4	4
g2143	0	0	0	0	0	0	0	0
g2144	12	14	9	9	4	8	9	9
g2145	0	0	0	0	0	0	0	0
g2146	2	0	0	0	7	7	0	0
g2147	0	0	0	0	0	0	0	0
g2148	10	11	6	6	15	16	17	17
g2149	0	0	0	0	0	0	0	0
g215	0	0	0	0	0	0	0	0
g2150	0	0	0	0	6	0	0	0
g2151	0	0	0	0	0	0	0	0
g2152	0	0	0	0	0	0	0	0
g2153	0	0	0	0	0	0	0	0
g2154	0	4	0	0	0	0	0	0
g2155	12	11	23	23	0	0	11	11
g2156	9	8	6	6	5	9	0	0
g2157	0	0	0	0	0	0	0	0
g2158	0	0	0	0	0	0	0	0
g2159	4	9	0	0	8	2	0	0
g216	0	0	5	5	0	0	3	3
g2160	3	0	4	4	0	0	0	0
g2161	0	0	0	0	0	0	0	0
g2162	0	0	0	0	0	0	0	0
g2163	4	4	0	0	3	7	0	0
g2164	0	2	0	0	0	0	2	2
g2165	0	20	9	9	10	2	0	0
g2166	0	4	5	5	3	4	0	0
g2167	5	4	6	6	6	6	0	0
g2168	4	0	0	0	0	0	0	0
g2169	0	0	0	0	0	0	0	0
g217	0	3	0	0	0	0	0	0
g2170	0	0	0	0	0	0	0	0
g2171	0	0	2	2	0	0	0	0
g2172	11	14	8	8	17	20	7	7
g2173	3	4	1	1	0	5	0	0
g2174	13	0	4	4	0	0	2	2
g2175	0	0	0	0	0	0	0	0
g2176	8	6	15	15	22	8	15	15
g2177	1	0	0	0	0	0	3	3
g2178	6	0	0	0	4	0	0	0
g2179	11	26	8	8	17	25	10	10
g218	0	0	0	0	0	0	0	0
g2180	0	0	0	0	3	0	0	0
g2181	0	0	0	0	7	8	0	0
g2182	6	0	6	6	6	0	4	4
g2183	0	0	0	0	0	0	0	0
g2184	0	0	0	0	0	2	3	3
g2185	0	4	0	0	2	6	8	8
g2186	0	0	0	0	0	0	0	0
g2187	8	10	6	6	7	6	5	5
g2188	6	6	9	9	10	5	2	2
g2189	0	0	0	0	0	0	0	0
g219	4	0	5	5	5	0	8	8
g2190	5	9	10	10	6	11	6	6
g2191	0	0	0	0	0	0	0	0
g2192	9	0	7	7	7	4	11	11
g2193	15	11	9	9	0	10	13	13
g2194	0	0	6	6	2	0	0	0
g2195	8	8	4	4	8	0	4	4
g2196	0	0	0	0	0	0	4	4
g2197	0	0	0	0	0	0	0	0
g2198	0	0	4	4	4	0	0	0
g2199	4	0	4	4	3	10	0	0
g22	0	0	0	0	0	0	0	0
g220	4	12	14	14	0	0	10	10
g2200	8	17	4	4	16	16	8	8
g2201	0	0	0	0	4	0	0	0
g2202	161	205	103	103	119	164	107	107
g2203	6	2	0	0	0	0	0	0
g2204	5	7	10	10	4	7	0	0
g2205	1	0	0	0	0	0	0	0
g2206	18	0	4	4	11	20	14	14
g2207	5	16	12	12	23	22	15	15
g2208	0	0	0	0	0	0	0	0
g2209	0	0	0	0	0	0	0	0
g221	9	16	16	16	15	15	10	10
g2210	0	6	0	0	6	6	0	0
g2211	2	0	0	0	0	0	0	0
g2212	0	0	0	0	0	4	0	0
g2213	22	28	23	23	19	18	26	26
g2214	0	3	0	0	0	10	0	0
g2215	0	0	0	0	2	0	0	0
g2216	3	0	0	0	0	0	4	4
g2217	36	30	32	32	28	37	25	25
g2218	17	24	35	35	12	22	10	10
g2219	0	5	0	0	0	0	0	0
g222	0	0	0	0	0	0	0	0
g2220	26	17	37	37	37	37	39	39
g2221	7	5	5	5	0	8	0	0
g2222	0	2	7	7	0	0	0	0
g2223	0	0	0	0	0	0	0	0
g2224	0	0	2	2	6	2	4	4
g2225	6	3	10	10	9	9	13	13
g2226	12	16	12	12	0	5	0	0
g2227	7	6	7	7	9	0	7	7
g2228	2	0	0	0	2	0	0	0
g2229	0	0	2	2	4	0	0	0
g223	0	0	2	2	0	0	0	0
g2230	3	3	10	10	14	7	3	3
g2231	0	0	0	0	2	0	4	4
g2232	2	0	0	0	0	0	0	0
g2233	0	0	0	0	0	0	3	3
g2234	0	0	0	0	0	0	0	0
g2235	2	4	7	7	8	9	4	4
g2236	11	28	4	4	8	10	9	9
g2237	0	0	0	0	0	0	0	0
g2238	0	9	0	0	0	0	5	5
g2239	18	20	10	10	18	24	22	22
g224	5	25	4	4	12	17	18	18
g2240	0	0	0	0	0	0	0	0
g2241	2	0	0	0	0	0	0	0
g2242	3	0	4	4	3	0	0	0
g2243	10	7	12	12	13	8	6	6
g2244	0	0	0	0	0	0	0	0
g2245	0	6	0	0	0	0	0	0
g2246	7	4	5	5	9	0	8	8
g2247	2	2	0	0	0	0	5	5
g2248	4	0	0	0	0	0	0	0
g2249	4	0	3	3	0	4	3	3
g225	0	0	0	0	0	0	0	0
g2250	52	46	32	32	51	40	35	35
g2251	48	44	38	38	52	56	65	65
g2252	0	0	0	0	0	0	2	2
g2253	403	391	381	381	705	462	508	508
g2254	14	10	27	27	8	16	14	14
g2255	266	201	219	219	197	373	236	236
g2256	0	0	0	0	0	0	0	0
g2257	0	4	0	0	6	0	3	3
g2258	0	20	0	0	0	0	6	6
g2259	0	0	0	0	0	0	0	0
g226	221	215	226	226	202	165	247	247
g2260	4	2	0	0	0	0	0	0
g2261	7	0	0	0	0	0	0	0
g2262	2	6	4	4	10	14	4	4
g2263	0	0	0	0	0	0	0	0
g2264	7	0	0	0	0	5	0	0
g2265	17	2	0	0	4	8	0	0
g2266	17	13	6	6	25	10	9	9
g2267	0	2	0	0	0	0	0	0
g2268	4	0	6	6	2	0	0	0
g2269	9	0	0	0	3	4	3	3
g227	4	0	0	0	0	3	3	3
g2270	13	4	3	3	13	0	5	5
g2271	0	0	0	0	0	0	0	0
g2272	0	0	0	0	0	2	0	0
g2273	0	0	0	0	0	0	0	0
g2274	11	5	17	17	9	6	8	8
g2275	0	4	0	0	0	0	0	0
g2276	0	0	12	12	0	3	0	0
g2277	7	4	0	0	0	5	5	5
g2278	2	0	0	0	0	0	2	2
g2279	0	0	0	0	0	0	0	0
g228	8	0	6	6	10	0	0	0
g2280	32	8	16	16	11	7	15	15
g2281	9	6	18	18	6	7	8	8
g2282	2	0	0	0	4	4	0	0
g2283	5	10	3	3	6	5	5	5
g2284	2	0	0	0	0	0	0	0
g2285	0	0	0	0	0	0	0	0
g2286	0	0	0	0	0	0	0	0
g2287	0	0	0	0	0	0	0	0
g2288	0	0	0	0	0	0	0	0
g2289	0	0	0	0	0	0	0	0
g229	0	0	0	0	0	0	0	0
g2290	6	14	11	11	20	4	6	6
g2291	2	5	6	6	4	4	5	5
g2292	0	0	0	0	0	0	0	0
g2293	0	0	0	0	0	0	0	0
g2294	0	0	6	6	5	6	8	8
g2295	0	3	0	0	0	7	0	0
g2296	0	0	0	0	0	0	0	0
g2297	0	0	3	3	2	0	7	7
g2298	0	0	0	0	0	0	0	0
g2299	7	8	0	0	0	0	0	0
g23	0	0	0	0	0	0	0	0
g230	0	4	0	0	2	6	0	0
g2300	16	0	14	14	16	18	9	9
g2301	0	3	0	0	2	0	0	0
g2302	0	2	3	3	2	0	0	0
g2303	0	5	8	8	2	13	0	0
g2304	23	27	16	16	32	37	10	10
g2305	8	9	0	0	0	2	11	11
g2306	11	24	18	18	10	6	13	13
g2307	0	0	0	0	0	0	0	0
g2308	0	0	0	0	0	0	0	0
g2309	0	0	0	0	0	0	0	0
g231	0	0	0	0	0	5	0	0
g2310	3	4	0	0	4	0	0	0
g2311	0	2	5	5	0	7	0	0
g2312	24	26	13	13	22	15	19	19
g2313	3	0	0	0	0	12	0	0
g2314	2	10	4	4	4	0	0	0
g2315	0	2	7	7	9	4	0	0
g2316	12	15	16	16	19	14	10	10
g2317	8	5	7	7	11	6	12	12
g2318	2	0	3	3	0	6	0	0
g2319	9	6	4	4	11	6	26	26
g232	475	501	439	439	504	529	465	465
g2320	0	0	0	0	0	0	0	0
g2321	0	0	0	0	0	0	0	0
g2322	0	0	0	0	0	0	0	0
g2323	0	0	0	0	0	0	0	0
g2324	87	126	87	87	150	132	130	130
g2325	69	101	79	79	125	109	81	81
g2326	48	30	36	36	41	45	46	46
g2327	0	0	0	0	0	0	0	0
g2328	7	9	7	7	6	6	12	12
g2329	0	0	0	0	0	0	0	0
