Gene_ID	CYP6A9-24-1/final	CYP6A9-24-2/final	CYP6A9-48-1/final	CYP6A9-48-2/final	GFP-24-1/final	GFP-24-2/final	GFP-48-1/final	GFP-48-2/final
g233	50	35	34	34	49	34	77	77
g2330	0	0	0	0	0	0	4	4
g2331	9	0	0	0	5	10	0	0
g2332	0	0	4	4	0	3	2	2
g2333	11	12	8	8	5	25	15	15
g2334	0	0	3	3	0	5	3	3
g2335	0	0	0	0	7	7	2	2
g2336	0	0	0	0	0	4	0	0
g2337	0	0	0	0	0	0	0	0
g2338	0	0	0	0	0	0	0	0
g2339	6	2	0	0	4	8	0	0
g234	0	0	0	0	0	0	0	0
g2340	0	0	0	0	0	0	0	0
g2341	37	27	26	26	19	29	19	19
g2342	0	0	0	0	0	0	0	0
g2343	0	0	0	0	0	0	0	0
g2344	8	10	17	17	12	21	0	0
g2345	0	0	0	0	0	0	0	0
g2346	2	0	1	1	6	0	5	5
g2347	0	0	0	0	0	0	0	0
g2348	0	0	0	0	0	0	0	0
g2349	0	0	0	0	0	0	0	0
g235	14	22	15	15	23	14	25	25
g2350	0	0	0	0	0	0	0	0
g2351	2	0	0	0	6	5	2	2
g2352	0	0	0	0	0	0	0	0
g2353	0	0	0	0	0	0	0	0
g2354	0	0	0	0	0	0	0	0
g2355	7	6	6	6	0	10	7	7
g2356	0	0	0	0	0	0	0	0
g2357	0	6	0	0	0	0	0	0
g2358	0	6	0	0	0	0	0	0
g2359	0	0	0	0	0	2	0	0
g236	7	11	8	8	10	8	7	7
g2360	0	0	0	0	0	0	0	0
g2361	13	25	13	13	6	7	0	0
g2362	0	0	0	0	0	0	0	0
g2363	0	0	0	0	0	0	0	0
g2364	0	0	0	0	0	0	0	0
g2365	0	0	0	0	0	0	0	0
g2366	0	2	1	1	5	0	1	1
g2367	0	2	0	0	0	0	0	0
g2368	11	0	0	0	0	4	7	7
g2369	0	0	0	0	2	0	0	0
g237	0	0	0	0	0	0	0	0
g2370	0	8	10	10	2	0	0	0
g2371	0	0	0	0	0	5	0	0
g2372	0	0	0	0	0	0	0	0
g2373	0	0	2	2	0	0	0	0
g2374	0	0	0	0	0	0	2	2
g2375	42	26	40	40	37	38	29	29
g2376	39	37	45	45	59	46	35	35
g2377	6	0	0	0	0	0	0	0
g2378	6	2	2	2	0	0	6	6
g2379	4	0	0	0	6	7	0	0
g238	0	0	0	0	0	0	0	0
g2380	0	0	0	0	0	0	2	2
g2381	0	0	0	0	0	0	2	2
g2382	4	0	2	2	4	0	0	0
g2383	4	3	10	10	11	13	2	2
g2384	0	0	2	2	0	0	0	0
g2385	0	0	0	0	0	0	0	0
g2386	0	0	0	0	0	0	0	0
g2387	23	28	17	17	32	19	42	42
g2388	14	19	8	8	27	13	7	7
g2389	0	0	0	0	0	0	0	0
g239	0	0	0	0	6	13	8	8
g2390	0	0	0	0	0	0	3	3
g2391	0	0	6	6	0	9	3	3
g2392	8	2	0	0	0	0	2	2
g2393	0	0	0	0	2	0	0	0
g2394	40	7	17	17	20	24	12	12
g2395	14	0	21	21	29	8	16	16
g2396	5	0	0	0	6	0	0	0
g2397	14	16	24	24	21	10	16	16
g2398	0	0	0	0	0	0	0	0
g2399	0	0	0	0	0	0	0	0
g24	0	0	0	0	0	0	0	0
g240	0	2	0	0	4	0	0	0
g2400	0	0	0	0	13	4	0	0
g2401	0	0	2	2	0	2	0	0
g2402	0	0	0	0	0	0	0	0
g2403	4	4	0	0	2	4	8	8
g2404	0	6	0	0	4	0	4	4
g2405	4	7	0	0	7	9	6	6
g2406	2	4	0	0	0	0	0	0
g2407	0	6	4	4	0	0	2	2
g2408	0	0	0	0	0	0	0	0
g2409	4	7	0	0	18	0	2	2
g241	0	3	2	2	0	3	0	0
g2410	0	3	0	0	0	0	0	0
g2411	0	0	0	0	0	0	0	0
g2412	0	0	0	0	0	0	0	0
g2413	0	0	0	0	0	0	0	0
g2414	0	0	0	0	0	0	0	0
g2415	0	0	0	0	0	0	0	0
g2416	2	0	0	0	0	6	2	2
g2417	0	0	0	0	0	0	0	0
g2418	0	0	0	0	0	0	0	0
g2419	16	16	12	12	12	14	18	18
g242	0	0	0	0	0	0	0	0
g2420	4	0	0	0	0	0	1	1
g2421	0	9	0	0	0	0	0	0
g2422	14	10	9	9	0	0	0	0
g2423	0	3	4	4	4	0	2	2
g2424	0	0	0	0	0	0	0	0
g2425	0	0	0	0	0	0	0	0
g2426	0	0	0	0	0	0	0	0
g2427	0	0	0	0	0	0	0	0
g2428	7	0	3	3	3	0	2	2
g2429	6	16	12	12	12	11	9	9
g243	3	5	0	0	4	4	4	4
g2430	0	0	0	0	0	0	0	0
g2431	0	0	0	0	0	8	4	4
g2432	0	0	0	0	0	0	0	0
g2433	0	0	0	0	0	0	0	0
g2434	0	0	3	3	0	0	0	0
g2435	0	5	0	0	3	0	0	0
g2436	0	0	0	0	0	0	0	0
g2437	15	5	7	7	11	9	13	13
g2438	2	4	2	2	0	4	9	9
g2439	199	195	196	196	168	207	201	201
g244	0	0	0	0	0	2	0	0
g2440	3	1	5	5	3	2	3	3
g2441	0	0	8	8	5	5	0	0
g2442	0	1	0	0	0	0	0	0
g2443	14	2	14	14	8	12	8	8
g2444	0	19	6	6	16	9	4	4
g2445	3	0	8	8	3	0	0	0
g2446	4	14	2	2	11	10	8	8
g2447	8	12	12	12	28	10	13	13
g2448	26	0	14	14	12	6	18	18
g2449	10	8	8	8	8	10	4	4
g245	0	0	0	0	0	2	0	0
g2450	123	105	125	125	183	154	97	97
g2451	65	73	49	49	86	64	48	48
g2452	66	109	81	81	114	123	67	67
g2453	105	145	100	100	219	160	164	164
g2454	22	22	40	40	56	36	38	38
g2455	4	5	8	8	12	12	0	0
g2456	81	73	52	52	139	90	47	47
g2457	135	149	92	92	187	185	81	81
g2458	55	73	95	95	123	105	79	79
g2459	11	18	4	4	25	22	10	10
g246	0	0	0	0	0	0	0	0
g2460	0	6	3	3	0	7	2	2
g2461	0	0	0	0	0	0	0	0
g2462	11	10	18	18	8	0	3	3
g2463	0	0	0	0	0	0	0	0
g2464	0	0	0	0	0	0	0	0
g2465	0	0	0	0	0	0	0	0
g2466	0	0	0	0	0	0	0	0
g2467	0	0	0	0	0	0	0	0
g2468	0	0	0	0	0	0	0	0
g2469	0	0	0	0	0	0	0	0
g247	0	0	0	0	0	0	0	0
g2470	0	16	5	5	7	0	5	5
g2471	2	0	0	0	7	4	14	14
g2472	0	0	0	0	0	0	0	0
g2473	0	0	0	0	0	0	0	0
g2474	0	0	0	0	0	0	0	0
g2475	2	0	0	0	0	0	0	0
g2476	0	0	0	0	0	0	0	0
g2477	0	4	0	0	0	0	0	0
g2478	0	0	0	0	0	0	0	0
g2479	0	0	0	0	0	11	0	0
g248	0	12	10	10	0	8	4	4
g2480	0	9	8	8	0	0	15	15
g2481	6	0	2	2	2	9	0	0
g2482	0	0	0	0	2	0	4	4
g2483	4	17	7	7	6	18	10	10
g2484	0	0	0	0	0	0	0	0
g2485	0	0	0	0	0	0	0	0
g2486	0	0	0	0	0	0	0	0
g2487	0	0	0	0	0	0	0	0
g2488	4	5	0	0	2	8	5	5
g2489	0	0	0	0	0	0	0	0
g249	48	51	39	39	32	39	29	29
g2490	0	0	0	0	0	0	0	0
g2491	12	10	12	12	12	0	10	10
g2492	13	18	21	21	27	10	22	22
g2493	99	84	96	96	60	77	82	82
g2494	0	2	0	0	4	0	5	5
g2495	0	0	0	0	0	0	0	0
g2496	0	0	0	0	0	0	0	0
g2497	0	0	0	0	0	0	4	4
g2498	2	0	6	6	7	5	0	0
g2499	0	0	0	0	0	0	0	0
g25	0	0	0	0	0	0	0	0
g250	0	4	8	8	8	6	0	0
g2500	10	2	8	8	8	6	10	10
g2501	2	0	0	0	3	0	0	0
g2502	0	0	0	0	0	0	0	0
g2503	0	0	4	4	0	4	0	0
g2504	8	3	5	5	4	3	6	6
g2505	0	0	0	0	0	0	0	0
g2506	34	25	24	24	27	11	30	30
g2507	4	0	6	6	24	18	38	38
g2508	14	21	16	16	18	18	8	8
g2509	0	4	6	6	4	2	0	0
g251	0	0	0	0	0	0	1	1
g2510	16	6	17	17	0	7	12	12
g2511	0	0	0	0	0	0	0	0
g2512	0	0	3	3	2	3	0	0
g2513	0	0	0	0	0	0	0	0
g2514	9	0	0	0	7	6	9	9
g2515	2	0	0	0	0	2	0	0
g2516	0	3	0	0	0	0	0	0
g2517	12	12	7	7	15	7	8	8
g2518	7	11	14	14	8	0	0	0
g2519	0	0	2	2	0	3	0	0
g252	0	0	0	0	0	0	0	0
g2520	0	0	0	0	0	0	0	0
g2521	13	12	0	0	10	6	7	7
g2522	0	5	3	3	0	4	11	11
g2523	0	2	0	0	2	0	0	0
g2524	0	4	6	6	5	4	4	4
g2525	0	0	0	0	5	0	0	0
g2526	2	0	0	0	0	0	0	0
g2527	6	0	4	4	4	4	4	4
g2528	4	4	7	7	10	12	6	6
g2529	0	0	0	0	0	0	0	0
g253	6	2	4	4	7	9	0	0
g2530	2	0	0	0	0	0	0	0
g2531	0	0	0	0	0	0	0	0
g2532	0	11	6	6	6	5	0	0
g2533	0	4	0	0	0	0	0	0
g2534	59	60	36	36	61	32	65	65
g2535	4	14	0	0	21	19	10	10
g2536	4	0	5	5	9	0	12	12
g2537	0	0	0	0	0	0	0	0
g2538	0	0	0	0	0	0	0	0
g2539	0	0	0	0	0	0	3	3
g254	9	6	0	0	4	0	0	0
g2540	0	0	5	5	0	0	0	0
g2541	10	20	11	11	9	12	8	8
g2542	2	2	0	0	0	0	0	0
g2543	211	278	197	197	216	217	222	222
g2544	40	15	21	21	22	13	8	8
g2545	0	0	0	0	0	2	0	0
g2546	0	0	3	3	2	0	0	0
g2547	0	0	0	0	0	0	0	0
g2548	0	0	0	0	2	0	0	0
g2549	0	0	0	0	0	0	0	0
g255	21	26	11	11	13	14	11	11
g2550	0	0	0	0	0	0	0	0
g2551	2	0	8	8	2	3	0	0
g2552	0	4	0	0	3	0	0	0
g2553	0	1	0	0	6	0	0	0
g2554	0	3	0	0	0	10	0	0
g2555	0	0	0	0	0	0	0	0
g2556	0	12	6	6	6	7	6	6
g2557	5	2	0	0	0	0	0	0
g2558	2	13	5	5	17	2	14	14
g2559	0	0	0	0	0	2	0	0
g256	8	6	2	2	8	17	6	6
g2560	0	0	0	0	0	0	0	0
g2561	0	0	0	0	0	0	0	0
g2562	4	0	0	0	0	0	0	0
g2563	0	0	0	0	0	0	3	3
g2564	0	0	0	0	0	0	0	0
g2565	0	0	0	0	0	0	0	0
g2566	0	0	0	0	0	0	0	0
g2567	0	0	0	0	0	0	0	0
g2568	0	0	0	0	0	0	0	0
g2569	0	0	0	0	0	0	0	0
g257	2	0	0	0	0	0	0	0
g2570	0	0	0	0	0	0	0	0
g2571	0	0	0	0	0	0	0	0
g2572	0	0	0	0	0	0	0	0
g2573	0	0	0	0	0	0	0	0
g2574	0	0	0	0	0	0	0	0
g2575	0	0	0	0	0	0	0	0
g2576	0	0	0	0	0	0	0	0
g2577	0	0	0	0	0	0	0	0
g2578	0	0	0	0	0	0	0	0
g2579	0	0	0	0	0	0	0	0
g258	9	0	0	0	5	6	5	5
g2580	0	0	0	0	0	0	0	0
g2581	0	0	0	0	0	0	0	0
g2582	12	7	10	10	9	8	6	6
g2583	6	8	4	4	9	2	4	4
g2584	0	0	0	0	0	0	0	0
g2585	6	14	10	10	0	14	8	8
g2586	0	0	0	0	0	0	0	0
g2587	0	0	0	0	0	0	5	5
g2588	0	0	10	10	8	0	0	0
g2589	0	0	0	0	5	8	0	0
g259	12	18	14	14	16	21	4	4
g2590	93	105	107	107	88	59	99	99
g2591	2	4	0	0	5	5	3	3
g2592	0	0	0	0	0	0	0	0
g2593	0	0	4	4	0	0	2	2
g2594	1	4	0	0	0	0	0	0
g2595	5	0	4	4	0	0	3	3
g2596	0	0	0	0	0	0	0	0
g2597	6	6	0	0	4	8	0	0
g2598	0	0	0	0	0	0	0	0
g2599	3	0	3	3	2	4	0	0
g26	0	0	0	0	0	0	0	0
g260	0	0	0	0	0	0	0	0
g2600	2	0	2	2	0	2	2	2
g2601	2	2	0	0	2	4	4	4
g2602	17	24	17	17	23	24	13	13
g2603	0	0	0	0	0	0	0	0
g2604	2	1	0	0	5	2	4	4
g2605	0	0	0	0	0	0	0	0
g2606	2	1	0	0	0	0	0	0
g2607	0	0	2	2	4	0	0	0
g2608	3	2	0	0	5	0	8	8
g2609	7	5	5	5	8	0	5	5
g261	0	0	0	0	2	0	0	0
g2610	0	0	4	4	4	0	0	0
g2611	6	5	0	0	0	0	5	5
g2612	0	3	0	0	0	0	0	0
g2613	0	0	0	0	0	0	0	0
g2614	5	0	0	0	7	0	0	0
g2615	5	15	18	18	5	11	14	14
g2616	0	0	0	0	0	0	0	0
g2617	0	0	6	6	0	0	0	0
g2618	5	0	3	3	0	3	0	0
g2619	0	0	3	3	0	0	7	7
g262	0	2	0	0	0	0	0	0
g2620	12	8	0	0	9	4	0	0
g2621	0	0	0	0	0	0	6	6
g2622	6	7	8	8	0	9	6	6
g2623	8	4	10	10	0	6	18	18
g2624	23	12	13	13	0	8	13	13
g2625	6	2	0	0	3	0	0	0
g2626	10	7	8	8	13	5	11	11
g2627	8	5	5	5	0	4	0	0
g2628	0	0	0	0	0	0	0	0
g2629	6	10	0	0	12	0	0	0
g263	14	7	0	0	4	9	6	6
g2630	0	0	2	2	0	0	0	0
g2631	0	0	0	0	0	0	0	0
g2632	0	0	2	2	0	4	0	0
g2633	3	0	0	0	0	0	0	0
g2634	0	0	0	0	0	0	0	0
g2635	0	0	0	0	0	0	0	0
g2636	0	0	0	0	0	0	0	0
g2637	0	0	0	0	0	0	0	0
g2638	0	0	0	0	0	0	0	0
g2639	0	6	6	6	4	12	9	9
g264	0	0	1	1	0	0	1	1
g2640	9	13	0	0	7	3	3	3
g2641	0	0	0	0	0	0	0	0
g2642	53	50	43	43	69	42	63	63
g2643	0	0	0	0	0	0	0	0
g2644	0	0	0	0	0	0	0	0
g2645	0	0	0	0	3	8	8	8
g2646	0	0	0	0	0	0	0	0
g2647	0	0	0	0	7	0	4	4
g2648	109	117	61	61	104	129	84	84
g2649	5	4	12	12	7	4	13	13
g265	2	5	3	3	2	0	3	3
g2650	6	0	4	4	8	0	4	4
g2651	10	5	8	8	7	6	6	6
g2652	5	5	4	4	0	0	2	2
g2653	80	67	53	53	38	62	54	54
g2654	10	4	10	10	10	3	10	10
g2655	0	16	14	14	7	22	19	19
g2656	6	4	0	0	0	0	0	0
g2657	0	0	0	0	0	0	0	0
g2658	38	18	25	25	14	25	17	17
g2659	103	115	103	103	129	70	75	75
g266	0	0	0	0	0	0	4	4
g2660	113	104	105	105	104	128	114	114
g2661	0	0	0	0	0	0	0	0
g2662	0	0	0	0	0	0	0	0
g2663	17	20	23	23	24	17	37	37
g2664	9	8	18	18	14	12	29	29
g2665	5	0	2	2	0	0	0	0
g2666	0	0	0	0	0	0	0	0
g2667	0	0	0	0	0	0	0	0
g2668	0	0	0	0	0	0	0	0
g2669	0	0	0	0	0	0	0	0
g267	9	6	4	4	5	7	7	7
g2670	26	16	5	5	10	10	7	7
g2671	8	17	4	4	4	0	8	8
g2672	17	15	9	9	6	16	8	8
g2673	0	0	0	0	0	0	0	0
g2674	2	0	0	0	3	0	0	0
g2675	0	0	4	4	4	0	0	0
g2676	35	24	14	14	28	11	22	22
g2677	3	8	3	3	5	9	0	0
g2678	0	0	0	0	0	0	0	0
g2679	241	221	255	255	203	276	254	254
g268	4	0	4	4	3	0	0	0
g2680	5	18	27	27	11	24	10	10
g2681	10	10	10	10	8	9	0	0
g2682	15	16	6	6	27	44	5	5
g2683	6	0	2	2	5	0	6	6
g2684	0	0	0	0	0	0	0	0
g2685	0	0	0	0	0	2	0	0
g2686	4	18	12	12	8	11	13	13
g2687	6	7	3	3	4	6	6	6
g2688	23	21	7	7	11	20	12	12
g2689	0	0	0	0	13	18	9	9
g269	0	0	0	0	3	0	0	0
g2690	6	9	0	0	6	5	5	5
g2691	28	25	32	32	27	29	13	13
g2692	13	6	4	4	2	3	5	5
g2693	0	0	0	0	0	0	0	0
g2694	8	0	0	0	0	0	0	0
g2695	0	0	0	0	0	0	0	0
g2696	0	2	0	0	0	0	0	0
g2697	10	2	8	8	12	12	12	12
g2698	16	27	15	15	12	0	17	17
g2699	3	0	3	3	0	0	0	0
g27	0	0	0	0	0	0	0	0
g270	0	3	0	0	0	9	0	0
g2700	6	8	8	8	11	2	8	8
g2701	0	0	0	0	0	0	0	0
g2702	22	18	10	10	10	8	8	8
g2703	0	4	0	0	13	5	7	7
g2704	0	0	0	0	0	0	0	0
g2705	0	0	0	0	0	0	0	0
g2706	0	0	8	8	4	2	0	0
g2707	12	16	11	11	29	19	18	18
g2708	68	99	64	64	89	95	74	74
g2709	0	7	11	11	0	0	0	0
g271	4	0	0	0	3	0	6	6
g2710	35	40	25	25	36	45	40	40
g2711	48	54	49	49	37	48	74	74
g2712	0	0	0	0	0	0	0	0
g2713	0	0	0	0	0	0	6	6
g2714	0	2	6	6	0	0	0	0
g2715	15	8	4	4	13	10	12	12
g2716	4	0	0	0	0	2	0	0
g2717	0	2	2	2	0	0	4	4
g2718	0	0	0	0	6	0	0	0
g2719	0	3	0	0	5	4	11	11
g272	0	0	0	0	0	0	0	0
g2720	0	0	0	0	0	2	0	0
g2721	31	51	14	14	19	19	29	29
g2722	10	12	0	0	6	12	0	0
g2723	0	0	0	0	0	0	0	0
g2724	11	5	0	0	0	0	0	0
g2725	0	0	0	0	0	0	0	0
g2726	2	0	0	0	6	2	12	12
g2727	0	2	0	0	0	0	0	0
g2728	18	28	13	13	10	12	16	16
g2729	28	28	19	19	20	33	29	29
g273	0	0	2	2	3	0	5	5
g2730	7	6	4	4	15	16	7	7
g2731	0	5	10	10	0	0	7	7
g2732	4	2	2	2	2	2	5	5
g2733	4	6	0	0	8	4	6	6
g2734	0	3	0	0	0	0	0	0
g2735	8	12	11	11	4	10	18	18
g2736	0	6	0	0	6	0	0	0
g2737	0	3	0	0	0	12	15	15
g2738	10	15	22	22	18	8	20	20
g2739	0	0	0	0	0	0	0	0
g274	0	0	6	6	0	0	2	2
g2740	9	0	2	2	1	14	2	2
g2741	12	18	12	12	22	15	24	24
g2742	8	0	4	4	0	3	3	3
g2743	10	21	6	6	17	16	22	22
g2744	0	0	0	0	0	0	2	2
g2745	11	13	9	9	9	18	7	7
g2746	22	15	13	13	20	21	17	17
g2747	0	0	0	0	2	0	0	0
g2748	0	0	0	0	0	0	0	0
g2749	0	0	6	6	3	0	0	0
g275	0	0	0	0	0	4	3	3
g2750	9	12	12	12	6	3	8	8
g2751	6	13	15	15	11	9	12	12
g2752	0	7	0	0	0	4	0	0
g2753	12	9	7	7	7	6	2	2
g2754	0	0	0	0	0	3	0	0
g2755	0	0	0	0	0	0	0	0
g2756	0	4	0	0	0	0	0	0
g2757	0	0	2	2	0	0	0	0
g2758	0	3	0	0	0	0	0	0
g2759	4	3	0	0	5	0	4	4
g276	3	0	11	11	10	10	17	17
g2760	2	4	2	2	5	0	0	0
g2761	0	6	7	7	0	0	0	0
g2762	2	0	8	8	0	0	0	0
g2763	0	5	12	12	8	11	8	8
g2764	2	6	0	0	6	0	4	4
g2765	17	17	7	7	16	9	9	9
g2766	19	10	21	21	22	21	11	11
g2767	70	60	98	98	42	58	64	64
g2768	0	0	6	6	2	0	0	0
g2769	2	0	0	0	0	0	0	0
g277	0	0	0	0	0	0	0	0
g2770	2	2	2	2	2	8	0	0
g2771	10	16	12	12	18	6	17	17
g2772	0	4	2	2	2	0	0	0
g2773	2	4	7	7	6	11	11	11
g2774	0	0	0	0	0	2	0	0
g2775	0	0	0	0	0	0	0	0
g2776	4	5	0	0	4	14	0	0
g2777	25	12	12	12	10	22	16	16
g2778	0	0	0	0	0	0	0	0
g2779	0	0	0	0	0	0	2	2
g278	9	0	6	6	6	0	0	0
g2780	34	42	28	28	40	36	44	44
g2781	0	0	0	0	0	0	0	0
g2782	0	0	0	0	0	0	0	0
g2783	0	4	0	0	0	3	3	3
g2784	0	0	0	0	0	0	0	0
g2785	0	0	0	0	0	0	0	0
g2786	17	16	13	13	10	6	24	24
g2787	3	0	0	0	0	0	0	0
g2788	0	0	0	0	0	0	0	0
g2789	21	8	11	11	13	12	7	7
g279	6	6	5	5	10	0	2	2
g2790	0	0	0	0	0	0	0	0
g2791	20	14	22	22	8	8	14	14
g2792	0	2	0	0	0	0	2	2
g2793	0	0	0	0	4	2	2	2
g2794	22	20	14	14	0	9	11	11
g2795	8	12	11	11	20	13	8	8
g2796	4	0	4	4	10	7	0	0
g2797	5	0	0	0	4	0	0	0
g2798	0	0	0	0	0	0	0	0
g2799	0	0	0	0	0	0	0	0
g28	0	0	0	0	0	0	0	0
g280	0	6	0	0	0	5	4	4
g2800	0	0	0	0	0	0	0	0
g2801	0	0	0	0	0	0	0	0
g2802	0	0	0	0	0	0	0	0
g2803	4	5	11	11	5	8	0	0
g2804	0	0	0	0	0	0	0	0
g2805	12	4	0	0	0	40	0	0
g2806	9	0	0	0	4	5	2	2
g2807	0	0	0	0	0	0	0	0
g2808	0	0	0	0	0	0	0	0
g2809	0	0	0	0	0	2	0	0
g281	0	0	4	4	0	11	10	10
g2810	0	7	0	0	10	9	8	8
g2811	0	6	0	0	0	0	0	0
g2812	0	0	0	0	0	0	0	0
g2813	500	463	342	342	453	446	392	392
g2814	0	4	5	5	4	0	0	0
g2815	4	0	0	0	2	2	6	6
g2816	0	0	0	0	0	0	0	0
g2817	0	0	0	0	0	0	0	0
g2818	0	0	0	0	0	0	0	0
g2819	0	0	0	0	0	0	0	0
g282	0	0	0	0	0	0	0	0
g2820	0	0	0	0	0	0	0	0
g2821	0	0	0	0	0	0	0	0
g2822	14	6	6	6	6	12	0	0
g2823	37	29	15	15	22	49	41	41
g2824	0	0	3	3	0	3	11	11
g2825	0	6	8	8	8	0	5	5
g2826	19	9	6	6	12	10	4	4
g2827	0	0	0	0	0	0	0	0
g2828	0	0	0	0	0	0	0	0
g2829	9	11	9	9	13	16	5	5
g283	0	0	4	4	4	0	3	3
g2830	0	0	2	2	0	0	0	0
g2831	4	8	0	0	3	8	10	10
g2832	0	0	0	0	0	3	3	3
g2833	0	2	0	0	5	0	0	0
g2834	10	8	8	8	0	23	21	21
g2835	3	0	0	0	6	4	2	2
g2836	8	0	0	0	10	4	13	13
g2837	12	7	5	5	13	12	0	0
g2838	5	11	0	0	8	8	6	6
g2839	0	0	0	0	0	3	4	4
g284	0	0	0	0	12	0	0	0
g2840	233	147	186	186	47	201	190	190
g2841	0	0	2	2	0	0	2	2
g2842	4	9	14	14	10	10	10	10
g2843	0	4	6	6	5	4	6	6
g2844	0	0	0	0	0	0	6	6
g2845	0	0	4	4	0	0	0	0
g2846	0	0	0	0	0	0	0	0
g2847	0	0	0	0	2	0	0	0
g2848	0	0	0	0	0	0	0	0
g2849	6	5	0	0	0	5	0	0
g285	0	0	0	0	0	0	0	0
g2850	0	7	0	0	4	7	4	4
g2851	0	5	9	9	5	6	5	5
g2852	7	0	4	4	0	6	11	11
g2853	0	5	0	0	0	0	0	0
g2854	0	0	0	0	0	0	0	0
g2855	0	3	0	0	0	0	0	0
g2856	0	0	0	0	0	0	0	0
g2857	0	0	0	0	0	0	0	0
g2858	3	4	0	0	0	0	0	0
g2859	2	0	5	5	10	7	5	5
g286	35	40	63	63	40	43	47	47
g2860	26	22	21	21	31	37	19	19
g2861	0	0	2	2	0	0	0	0
g2862	9	4	4	4	0	13	7	7
g2863	13	4	9	9	4	27	16	16
g2864	8	6	0	0	6	0	4	4
g2865	0	8	9	9	0	7	2	2
g2866	29	48	42	42	52	72	57	57
g2867	0	0	0	0	0	0	0	0
g2868	0	2	8	8	2	6	6	6
g2869	6	0	6	6	8	10	0	0
g287	0	0	2	2	0	0	0	0
g2870	4	2	0	0	0	0	0	0
g2871	13	18	20	20	32	11	15	15
g2872	0	0	0	0	0	0	0	0
g2873	22	20	19	19	22	26	8	8
g2874	0	0	0	0	2	0	0	0
g2875	0	0	0	0	0	0	0	0
g2876	0	0	0	0	0	0	0	0
g2877	0	0	7	7	12	0	0	0
g2878	0	0	11	11	0	14	10	10
g2879	0	0	0	0	0	5	0	0
g288	18	36	39	39	37	26	39	39
g2880	0	0	0	0	0	0	0	0
g2881	6	11	8	8	24	26	19	19
g2882	0	2	0	0	0	0	3	3
g2883	4	0	0	0	0	6	0	0
g2884	0	0	0	0	0	0	0	0
g2885	14	11	4	4	8	14	2	2
g2886	0	0	0	0	0	0	0	0
g2887	9	6	0	0	13	0	0	0
g2888	0	0	0	0	0	0	0	0
g2889	0	5	2	2	2	0	5	5
g289	14	22	18	18	35	14	28	28
g2890	0	0	0	0	0	0	4	4
g2891	6	0	2	2	0	9	0	0
g2892	0	0	0	0	0	0	0	0
g2893	0	4	0	0	2	0	0	0
g2894	0	0	4	4	0	0	6	6
g2895	1	3	0	0	2	2	0	0
g2896	0	0	0	0	0	0	0	0
g2897	0	4	0	0	0	0	2	2
g2898	1	2	5	5	1	1	3	3
g2899	0	0	0	0	0	3	1	1
g29	0	0	0	0	0	0	0	0
g290	0	0	0	0	0	0	0	0
g2900	0	4	0	0	0	0	0	0
g2901	0	0	2	2	0	2	0	0
g2902	2	0	0	0	0	0	0	0
g2903	6	0	0	0	4	0	0	0
g2904	8	0	0	0	2	3	0	0
g2905	2	0	0	0	3	0	0	0
g2906	9	8	10	10	21	11	7	7
g2907	0	0	2	2	2	4	0	0
g2908	0	0	0	0	0	0	0	0
g2909	2	0	0	0	0	0	0	0
g291	0	0	0	0	0	0	0	0
g2910	0	0	5	5	0	0	0	0
g2911	0	0	0	0	0	0	0	0
g2912	7	0	3	3	5	5	3	3
g2913	0	0	5	5	0	3	0	0
g2914	0	0	0	0	0	0	0	0
g2915	63	48	40	40	40	49	52	52
g2916	16	4	0	0	12	17	4	4
g2917	1	8	6	6	0	9	7	7
g2918	0	0	0	0	0	0	0	0
g2919	0	4	2	2	0	0	0	0
g292	0	0	0	0	0	0	0	0
g2920	0	0	0	0	0	0	0	0
g2921	0	0	0	0	0	0	0	0
g2922	0	0	0	0	0	0	0	0
g2923	0	0	2	2	0	0	4	4
g2924	0	0	0	0	7	2	0	0
g2925	0	0	0	0	0	0	0	0
g2926	0	0	0	0	0	0	0	0
g2927	0	2	0	0	0	0	0	0
g2928	0	0	0	0	0	0	0	0
g2929	139	82	124	124	85	73	88	88
g293	0	0	0	0	0	0	0	0
g2930	172	90	186	186	79	145	116	116
g2931	6	0	8	8	8	0	0	0
g2932	0	0	0	0	0	0	0	0
g2933	37	40	30	30	47	40	28	28
g2934	0	2	0	0	0	0	0	0
g2935	20	12	11	11	17	10	8	8
g2936	0	6	5	5	6	4	2	2
g2937	3	3	0	0	0	0	0	0
g2938	10	12	14	14	14	18	14	14
g2939	3	0	0	0	2	3	7	7
g294	0	0	0	0	0	0	0	0
g2940	0	0	0	0	8	0	0	0
g2941	12	6	2	2	12	14	3	3
g2942	0	3	0	0	0	2	5	5
g2943	0	6	9	9	10	9	6	6
g2944	0	0	0	0	2	0	0	0
g2945	35	41	48	48	38	63	24	24
g2946	0	0	0	0	0	0	0	0
g2947	0	0	0	0	0	2	2	2
g2948	20	17	31	31	14	17	23	23
g2949	0	0	0	0	0	0	0	0
g295	116	122	94	94	63	128	97	97
g2950	0	0	0	0	4	12	0	0
g2951	0	0	0	0	0	0	0	0
g2952	0	0	0	0	2	6	6	6
g2953	2	0	0	0	2	4	0	0
g2954	0	4	3	3	7	0	5	5
g2955	15	7	4	4	9	13	6	6
g2956	4	0	0	0	0	0	0	0
g2957	0	0	0	0	0	0	0	0
g2958	4	8	6	6	4	0	0	0
